,GenomicPosition,P1AncestryProportion,P2AncestryProportion,P3AncestryProportion,P4AncestryProportion,P5AncestryProportion,P6AncestryProportion,P7AncestryProportion,P8AncestryProportion
7191,73291781.0,0.244,0.105,0.0715,0.123,0.1195,0.087,0.1405,0.1095
7192,73305950.0,0.244,0.105,0.0715,0.123,0.113,0.087,0.147,0.1095
7193,73306279.0,0.244,0.108,0.0715,0.123,0.113,0.087,0.144,0.1095
7194,73306658.0,0.245,0.108,0.0715,0.123,0.113,0.087,0.143,0.1095
7195,73322049.0,0.245,0.1075,0.0715,0.1235,0.113,0.087,0.143,0.1095
7196,73327158.0,0.241,0.1075,0.0715,0.1235,0.113,0.087,0.143,0.1135
7197,73330398.0,0.2415,0.107,0.0715,0.1235,0.113,0.087,0.143,0.1135
7198,73341552.0,0.244,0.107,0.0715,0.1235,0.1105,0.087,0.143,0.1135
7199,73367017.0,0.2455,0.107,0.0715,0.1235,0.1105,0.087,0.143,0.112
7200,73370716.0,0.2455,0.107,0.0715,0.1235,0.1105,0.087,0.142,0.113
7201,73372434.0,0.2455,0.107,0.0715,0.1235,0.1105,0.087,0.142,0.113
7202,73429761.0,0.2455,0.107,0.0715,0.1235,0.1105,0.087,0.142,0.113
7203,73440728.0,0.244,0.107,0.073,0.1235,0.1105,0.087,0.142,0.113
7204,73445803.0,0.245,0.107,0.072,0.1235,0.1105,0.087,0.142,0.113
7205,73465928.0,0.245,0.107,0.072,0.1235,0.1105,0.087,0.142,0.113
7206,73474161.0,0.2445,0.1075,0.072,0.1235,0.1105,0.087,0.142,0.113
7207,73476582.0,0.2445,0.1075,0.072,0.1235,0.1105,0.087,0.1415,0.1135
7208,73478091.0,0.2445,0.1075,0.072,0.1245,0.1105,0.086,0.1415,0.1135
7209,73482940.0,0.2445,0.108,0.072,0.1245,0.1105,0.0855,0.1415,0.1135
7210,73492870.0,0.2435,0.108,0.072,0.1255,0.1105,0.0855,0.1415,0.1135
7211,73499890.0,0.2435,0.108,0.072,0.1255,0.1105,0.0855,0.1415,0.1135
7212,73521186.0,0.244,0.108,0.072,0.1255,0.1105,0.0855,0.1415,0.113
7213,73543792.0,0.244,0.108,0.072,0.123,0.1105,0.088,0.1415,0.113
7214,73551048.0,0.2455,0.108,0.072,0.1215,0.1105,0.088,0.1415,0.113
7215,73554446.0,0.245,0.108,0.072,0.122,0.1105,0.088,0.1415,0.113
7216,73562143.0,0.245,0.108,0.072,0.121,0.1105,0.088,0.1415,0.114
7217,73580667.0,0.245,0.108,0.072,0.121,0.1105,0.088,0.1415,0.114
7218,73591188.0,0.2455,0.1075,0.072,0.121,0.1105,0.088,0.1415,0.114
7219,73592315.0,0.2455,0.1075,0.072,0.121,0.1105,0.089,0.1415,0.113
7220,73596348.0,0.2455,0.1075,0.0725,0.1205,0.1105,0.089,0.1415,0.113
7221,73602988.0,0.2445,0.1075,0.0725,0.1205,0.1105,0.089,0.1415,0.114
7222,73634634.0,0.2445,0.1075,0.0725,0.1205,0.11,0.089,0.1415,0.1145
7223,73641346.0,0.2445,0.1075,0.0725,0.1205,0.116,0.089,0.1355,0.1145
7224,73647577.0,0.2445,0.11,0.07,0.1205,0.116,0.089,0.1355,0.1145
7225,73654502.0,0.2455,0.11,0.07,0.1205,0.115,0.089,0.1355,0.1145
7226,73663024.0,0.2455,0.109,0.07,0.1215,0.115,0.089,0.1355,0.1145
7227,73668684.0,0.2455,0.109,0.07,0.1215,0.115,0.089,0.1355,0.1145
7228,73669561.0,0.2455,0.1085,0.07,0.1215,0.115,0.089,0.136,0.1145
7229,73674303.0,0.2455,0.1085,0.07,0.1215,0.115,0.089,0.136,0.1145
7230,73691558.0,0.2455,0.1085,0.07,0.1215,0.115,0.089,0.136,0.1145
7231,73717726.0,0.2455,0.1085,0.07,0.1215,0.115,0.089,0.136,0.1145
7232,73750144.0,0.235,0.119,0.07,0.1215,0.115,0.089,0.136,0.1145
7233,73754215.0,0.235,0.1195,0.07,0.121,0.115,0.089,0.136,0.1145
7234,73756434.0,0.234,0.1195,0.07,0.121,0.115,0.089,0.137,0.1145
7235,73764401.0,0.234,0.1195,0.07,0.121,0.115,0.089,0.137,0.1145
7236,73766755.0,0.234,0.1195,0.07,0.121,0.115,0.089,0.137,0.1145
7237,73770464.0,0.234,0.1195,0.07,0.1225,0.115,0.089,0.1355,0.1145
7238,73783773.0,0.234,0.1195,0.07,0.1225,0.115,0.089,0.1355,0.1145
7239,73794953.0,0.234,0.1195,0.07,0.1225,0.115,0.089,0.1355,0.1145
7240,73796927.0,0.234,0.1195,0.07,0.1225,0.115,0.089,0.135,0.115
7241,73802263.0,0.234,0.1195,0.07,0.1225,0.115,0.089,0.134,0.116
7242,73835451.0,0.234,0.1195,0.07,0.1225,0.1175,0.0865,0.134,0.116
7243,73836799.0,0.234,0.1195,0.07,0.1215,0.1175,0.0875,0.134,0.116
7244,73837945.0,0.234,0.1195,0.07,0.1215,0.1175,0.0875,0.134,0.116
7245,73848266.0,0.239,0.1195,0.07,0.1215,0.1175,0.0875,0.134,0.111
7246,73852884.0,0.239,0.1225,0.07,0.1185,0.1175,0.0875,0.134,0.111
7247,73853570.0,0.239,0.1225,0.07,0.1185,0.1175,0.0875,0.134,0.111
7248,73865550.0,0.239,0.1225,0.07,0.1185,0.1175,0.0865,0.134,0.112
7249,73866434.0,0.239,0.1225,0.07,0.1185,0.1175,0.0865,0.134,0.112
7250,73879183.0,0.239,0.1225,0.07,0.1185,0.1175,0.0865,0.134,0.112
7251,73912291.0,0.239,0.1225,0.07,0.1185,0.1175,0.0865,0.134,0.112
7252,73932018.0,0.2395,0.1225,0.0695,0.1185,0.1175,0.0865,0.134,0.112
7253,73936249.0,0.2395,0.1225,0.0695,0.1185,0.1175,0.0865,0.134,0.112
7254,73936388.0,0.2395,0.1225,0.0695,0.1185,0.1175,0.0865,0.134,0.112
7255,73943611.0,0.2395,0.1225,0.0695,0.1185,0.1175,0.0865,0.134,0.112
7256,73944076.0,0.2395,0.1225,0.0695,0.1185,0.1175,0.0865,0.134,0.112
7257,73946743.0,0.2395,0.1225,0.0695,0.1185,0.1175,0.0865,0.134,0.112
7258,73982132.0,0.2435,0.1225,0.0695,0.1185,0.1175,0.0865,0.134,0.108
7259,73987004.0,0.244,0.1225,0.0695,0.118,0.1175,0.0865,0.134,0.108
7260,73991479.0,0.244,0.1225,0.0695,0.118,0.1175,0.0865,0.134,0.108
7261,73997777.0,0.247,0.1225,0.0695,0.118,0.1175,0.0835,0.134,0.108
7262,73999073.0,0.247,0.123,0.069,0.118,0.1175,0.0835,0.134,0.108
7263,74015064.0,0.247,0.123,0.069,0.1185,0.1175,0.083,0.134,0.108
7264,74051364.0,0.25,0.12,0.069,0.1185,0.1175,0.083,0.134,0.108
7265,74081024.0,0.249,0.12,0.069,0.1195,0.1175,0.083,0.134,0.108
7266,74100185.0,0.249,0.12,0.069,0.1195,0.117,0.083,0.134,0.1085
7267,74100792.0,0.249,0.12,0.069,0.119,0.117,0.0835,0.134,0.1085
7268,74104740.0,0.249,0.125,0.069,0.119,0.112,0.0835,0.134,0.1085
7269,74105519.0,0.249,0.125,0.069,0.117,0.112,0.0835,0.136,0.1085
7270,74108122.0,0.249,0.125,0.069,0.117,0.1125,0.0835,0.136,0.108
7271,74116041.0,0.2495,0.125,0.069,0.1165,0.1125,0.0835,0.136,0.108
7272,74137318.0,0.2495,0.1255,0.0685,0.1165,0.1125,0.0835,0.136,0.108
7273,74153506.0,0.247,0.1255,0.0685,0.1165,0.115,0.0835,0.136,0.108
7274,74166681.0,0.247,0.1465,0.0685,0.1165,0.115,0.0835,0.136,0.087
7275,74181176.0,0.247,0.1455,0.0695,0.1165,0.115,0.0835,0.136,0.087
7276,74183311.0,0.2475,0.1455,0.0695,0.1165,0.115,0.083,0.136,0.087
7277,74204496.0,0.2475,0.145,0.0695,0.1165,0.115,0.0835,0.136,0.087
7278,74207513.0,0.249,0.145,0.0695,0.1165,0.1135,0.0835,0.136,0.087
7279,74223454.0,0.248,0.145,0.0695,0.1165,0.1145,0.0835,0.136,0.087
7280,74226306.0,0.248,0.148,0.0695,0.1165,0.1115,0.0835,0.136,0.087
7281,74226886.0,0.248,0.148,0.0675,0.1165,0.1135,0.0835,0.136,0.087
7282,74262372.0,0.2475,0.148,0.068,0.1165,0.1135,0.0835,0.136,0.087
7283,74282316.0,0.2475,0.1475,0.068,0.1165,0.114,0.0835,0.136,0.087
7284,74303841.0,0.2465,0.1475,0.069,0.1165,0.114,0.0835,0.136,0.087
7285,74311061.0,0.2465,0.147,0.069,0.1165,0.1145,0.0835,0.136,0.087
7286,74315306.0,0.2465,0.1485,0.069,0.115,0.1145,0.0835,0.136,0.087
7287,74336444.0,0.2425,0.1485,0.069,0.115,0.1145,0.0875,0.136,0.087
7288,74352477.0,0.243,0.1485,0.069,0.115,0.114,0.0875,0.136,0.087
7289,74357187.0,0.2435,0.1485,0.069,0.115,0.114,0.0875,0.1355,0.087
7290,74371268.0,0.241,0.151,0.069,0.115,0.114,0.0875,0.1355,0.087
7291,74393390.0,0.2415,0.151,0.069,0.1145,0.114,0.0875,0.1355,0.087
7292,74397101.0,0.2445,0.148,0.069,0.1145,0.114,0.0875,0.1355,0.087
7293,74399565.0,0.244,0.148,0.069,0.1145,0.114,0.0875,0.1355,0.0875
7294,74413247.0,0.244,0.148,0.069,0.1145,0.114,0.0875,0.1355,0.0875
7295,74432325.0,0.2435,0.148,0.069,0.115,0.114,0.0875,0.1355,0.0875
7296,74433453.0,0.2435,0.148,0.069,0.115,0.114,0.0875,0.1355,0.0875
7297,74434651.0,0.2435,0.148,0.069,0.119,0.114,0.0835,0.1355,0.0875
7298,74442316.0,0.241,0.148,0.069,0.119,0.114,0.086,0.1355,0.0875
7299,74476394.0,0.241,0.148,0.0685,0.119,0.114,0.0865,0.1355,0.0875
7300,74478174.0,0.2405,0.148,0.0685,0.1195,0.114,0.0865,0.1355,0.0875
7301,74483514.0,0.2405,0.1525,0.0685,0.1195,0.114,0.0865,0.131,0.0875
7302,74487941.0,0.2405,0.152,0.0685,0.12,0.114,0.0865,0.131,0.0875
7303,74496767.0,0.2405,0.152,0.0705,0.12,0.112,0.0865,0.131,0.0875
7304,74509928.0,0.2445,0.152,0.0705,0.12,0.108,0.0865,0.131,0.0875
7305,74510973.0,0.2455,0.152,0.0705,0.12,0.108,0.0865,0.131,0.0865
7306,74513616.0,0.2455,0.153,0.0705,0.12,0.108,0.0855,0.131,0.0865
7307,74519970.0,0.2445,0.153,0.0715,0.12,0.108,0.0855,0.131,0.0865
7308,74520338.0,0.244,0.153,0.0715,0.12,0.108,0.0855,0.1315,0.0865
7309,74537036.0,0.244,0.1535,0.0715,0.1195,0.108,0.0855,0.1315,0.0865
7310,74542397.0,0.244,0.1535,0.0715,0.1195,0.108,0.0855,0.1315,0.0865
7311,74542480.0,0.2445,0.1535,0.0715,0.119,0.108,0.0855,0.1315,0.0865
7312,74543416.0,0.246,0.1535,0.0715,0.119,0.108,0.084,0.1315,0.0865
7313,74549647.0,0.246,0.1535,0.071,0.119,0.108,0.084,0.132,0.0865
7314,74577196.0,0.246,0.1535,0.071,0.119,0.108,0.084,0.132,0.0865
7315,74580306.0,0.2455,0.1535,0.071,0.1195,0.108,0.084,0.132,0.0865
7316,74580691.0,0.2455,0.1535,0.071,0.1195,0.108,0.084,0.132,0.0865
7317,74582978.0,0.2455,0.1535,0.071,0.1195,0.108,0.0835,0.132,0.087
7318,74605108.0,0.2455,0.1525,0.072,0.1195,0.108,0.0835,0.132,0.087
7319,74628645.0,0.2455,0.1525,0.072,0.12,0.108,0.0835,0.1315,0.087
7320,74637426.0,0.246,0.1525,0.072,0.1195,0.108,0.0835,0.1315,0.087
7321,74659349.0,0.246,0.1525,0.072,0.1195,0.108,0.0835,0.1315,0.087
7322,74661745.0,0.2455,0.153,0.072,0.1195,0.108,0.0835,0.1315,0.087
7323,74670019.0,0.2455,0.154,0.072,0.1195,0.108,0.0835,0.1315,0.086
7324,74672758.0,0.2455,0.154,0.072,0.1195,0.108,0.0835,0.1315,0.086
7325,74673593.0,0.2455,0.154,0.072,0.1195,0.108,0.0865,0.1315,0.083
7326,74703094.0,0.2445,0.154,0.072,0.1205,0.108,0.0865,0.1315,0.083
7327,74749311.0,0.2445,0.1535,0.072,0.121,0.108,0.0865,0.1315,0.083
7328,74768216.0,0.2445,0.1535,0.072,0.121,0.108,0.0865,0.1355,0.079
7329,74772984.0,0.2445,0.1535,0.072,0.1205,0.108,0.0865,0.136,0.079
7330,74787628.0,0.2445,0.1535,0.072,0.1205,0.108,0.0915,0.131,0.079
7331,74792807.0,0.2445,0.1535,0.072,0.1205,0.108,0.0915,0.131,0.079
7332,74797138.0,0.244,0.1535,0.072,0.1205,0.108,0.0915,0.1315,0.079
7333,74809635.0,0.244,0.1535,0.072,0.1205,0.108,0.0915,0.1315,0.079
7334,74810244.0,0.244,0.1535,0.0725,0.1205,0.108,0.0915,0.131,0.079
7335,74825760.0,0.244,0.1535,0.0725,0.1205,0.108,0.094,0.1285,0.079
7336,74842693.0,0.244,0.1535,0.0745,0.1205,0.108,0.092,0.1285,0.079
7337,74844955.0,0.244,0.154,0.074,0.1205,0.108,0.092,0.1285,0.079
7338,74867550.0,0.244,0.154,0.074,0.1205,0.108,0.092,0.1295,0.078
7339,74884555.0,0.244,0.1545,0.074,0.12,0.108,0.092,0.1295,0.078
7340,74911270.0,0.2435,0.1545,0.074,0.12,0.108,0.092,0.13,0.078
7341,74919618.0,0.2435,0.154,0.074,0.12,0.108,0.092,0.13,0.0785
7342,74920385.0,0.2435,0.154,0.074,0.1195,0.1085,0.092,0.13,0.0785
7343,74926168.0,0.2435,0.154,0.074,0.1195,0.1085,0.092,0.13,0.0785
7344,74932495.0,0.244,0.154,0.074,0.1195,0.1085,0.0915,0.13,0.0785
7345,74953459.0,0.244,0.1525,0.074,0.1195,0.11,0.0915,0.13,0.0785
7346,74954047.0,0.244,0.1525,0.074,0.1195,0.107,0.0915,0.133,0.0785
7347,74967804.0,0.244,0.1525,0.074,0.1195,0.107,0.0915,0.133,0.0785
7348,74991342.0,0.2455,0.1525,0.074,0.118,0.107,0.0915,0.133,0.0785
7349,75005603.0,0.245,0.1525,0.074,0.118,0.107,0.0915,0.133,0.079
7350,75008577.0,0.2455,0.152,0.074,0.118,0.107,0.0915,0.133,0.079
7351,75023714.0,0.2455,0.1515,0.074,0.118,0.107,0.0915,0.1335,0.079
7352,75026647.0,0.242,0.1515,0.0775,0.118,0.107,0.0915,0.1335,0.079
7353,75034283.0,0.242,0.153,0.0775,0.118,0.107,0.0915,0.132,0.079
7354,75036694.0,0.242,0.153,0.0775,0.118,0.107,0.0915,0.132,0.079
7355,75053412.0,0.242,0.154,0.0775,0.118,0.107,0.0915,0.131,0.079
7356,75057350.0,0.242,0.154,0.0775,0.118,0.107,0.0915,0.13,0.08
7357,75083691.0,0.2425,0.154,0.0775,0.118,0.107,0.091,0.13,0.08
7358,75089936.0,0.241,0.154,0.0775,0.1195,0.107,0.091,0.13,0.08
7359,75104972.0,0.2405,0.1545,0.0775,0.1195,0.107,0.091,0.13,0.08
7360,75127484.0,0.2425,0.1545,0.0775,0.1175,0.107,0.091,0.13,0.08
7361,75129886.0,0.242,0.155,0.0775,0.1175,0.107,0.091,0.13,0.08
7362,75144058.0,0.242,0.155,0.0775,0.1175,0.107,0.091,0.13,0.08
7363,75148312.0,0.2425,0.155,0.0775,0.1175,0.107,0.0905,0.13,0.08
7364,75171427.0,0.2425,0.155,0.0765,0.1175,0.108,0.0905,0.13,0.08
7365,75172116.0,0.2425,0.155,0.0765,0.115,0.108,0.0905,0.13,0.0825
7366,75172680.0,0.2425,0.155,0.0765,0.115,0.1065,0.092,0.13,0.0825
7367,75177914.0,0.242,0.155,0.0765,0.115,0.107,0.092,0.13,0.0825
7368,75180660.0,0.2425,0.155,0.0765,0.115,0.1065,0.092,0.13,0.0825
7369,75186728.0,0.2425,0.155,0.0765,0.1115,0.1065,0.092,0.1335,0.0825
7370,75191667.0,0.2425,0.155,0.0745,0.1135,0.1065,0.092,0.1335,0.0825
7371,75194755.0,0.2415,0.155,0.0745,0.1135,0.1065,0.092,0.1335,0.0835
7372,75206579.0,0.2415,0.155,0.0745,0.1135,0.1065,0.092,0.1335,0.0835
7373,75224861.0,0.2415,0.154,0.0745,0.1145,0.1065,0.092,0.1335,0.0835
7374,75228409.0,0.2415,0.154,0.0745,0.114,0.1065,0.092,0.134,0.0835
7375,75245203.0,0.2415,0.154,0.0745,0.114,0.1065,0.092,0.134,0.0835
7376,75264998.0,0.2415,0.1545,0.0745,0.114,0.1065,0.0915,0.134,0.0835
7377,75285594.0,0.2415,0.1545,0.0745,0.114,0.1065,0.0915,0.134,0.0835
7378,75286042.0,0.242,0.1545,0.0745,0.114,0.1065,0.0915,0.1335,0.0835
7379,75290655.0,0.242,0.154,0.0745,0.114,0.107,0.0915,0.1335,0.0835
7380,75304384.0,0.234,0.154,0.0745,0.122,0.107,0.0915,0.1335,0.0835
7381,75327437.0,0.2375,0.154,0.0745,0.122,0.107,0.0915,0.1335,0.08
7382,75335711.0,0.2375,0.154,0.0745,0.122,0.1075,0.0915,0.133,0.08
7383,75361333.0,0.2375,0.1545,0.0745,0.122,0.1075,0.0915,0.133,0.0795
7384,75386511.0,0.2375,0.1545,0.0745,0.122,0.1075,0.101,0.1235,0.0795
7385,75390948.0,0.2225,0.1545,0.0895,0.122,0.1075,0.101,0.1235,0.0795
7386,75401493.0,0.224,0.1545,0.0895,0.122,0.1075,0.101,0.122,0.0795
7387,75403933.0,0.224,0.1545,0.0895,0.122,0.108,0.101,0.1215,0.0795
7388,75406845.0,0.2245,0.1545,0.0895,0.122,0.108,0.101,0.1215,0.079
7389,75415195.0,0.2245,0.1545,0.0895,0.1135,0.108,0.101,0.1215,0.0875
7390,75419033.0,0.2245,0.1545,0.0895,0.1135,0.108,0.101,0.1215,0.0875
7391,75420013.0,0.225,0.154,0.0895,0.1135,0.108,0.101,0.1215,0.0875
7392,75429643.0,0.225,0.154,0.0895,0.112,0.108,0.1025,0.1215,0.0875
7393,75429903.0,0.2245,0.154,0.0895,0.112,0.108,0.1025,0.122,0.0875
7394,75447245.0,0.2245,0.154,0.0895,0.112,0.108,0.1025,0.122,0.0875
7395,75453445.0,0.2245,0.154,0.0895,0.1115,0.108,0.103,0.122,0.0875
7396,75465209.0,0.2245,0.1545,0.0895,0.1115,0.108,0.1025,0.122,0.0875
7397,75467587.0,0.2255,0.1545,0.0895,0.1105,0.108,0.1025,0.122,0.0875
7398,75497427.0,0.224,0.1545,0.0895,0.1105,0.1095,0.1025,0.122,0.0875
7399,75504838.0,0.2215,0.1545,0.0895,0.1105,0.1095,0.1025,0.1245,0.0875
7400,75517023.0,0.222,0.1545,0.0895,0.1105,0.1095,0.1025,0.1245,0.087
7401,75530798.0,0.222,0.1545,0.089,0.1105,0.11,0.1025,0.1245,0.087
7402,75534893.0,0.2215,0.1545,0.089,0.1105,0.11,0.103,0.1245,0.087
7403,75538754.0,0.221,0.1545,0.089,0.111,0.11,0.103,0.1245,0.087
7404,75541625.0,0.2205,0.1545,0.089,0.111,0.11,0.1035,0.1245,0.087
7405,75568747.0,0.221,0.1545,0.089,0.111,0.1095,0.1035,0.1245,0.087
7406,75586601.0,0.2225,0.1545,0.089,0.1095,0.1095,0.1035,0.1245,0.087
7407,75587492.0,0.2225,0.1545,0.089,0.1095,0.1095,0.1035,0.1235,0.088
7408,75612821.0,0.2225,0.1545,0.089,0.1095,0.1095,0.107,0.1235,0.0845
7409,75634345.0,0.2235,0.1545,0.089,0.1095,0.1085,0.107,0.1235,0.0845
7410,75635662.0,0.2235,0.1545,0.089,0.1095,0.108,0.1075,0.1235,0.0845
7411,75650054.0,0.22,0.1545,0.089,0.1095,0.108,0.111,0.1235,0.0845
7412,75658973.0,0.22,0.1545,0.089,0.1095,0.108,0.111,0.123,0.085
7413,75668864.0,0.22,0.153,0.089,0.1095,0.108,0.111,0.1245,0.085
7414,75675974.0,0.22,0.153,0.089,0.1095,0.106,0.113,0.1245,0.085
7415,75678441.0,0.22,0.153,0.089,0.1095,0.106,0.113,0.1245,0.085
7416,75690446.0,0.22,0.153,0.09,0.1095,0.105,0.113,0.1245,0.085
7417,75697395.0,0.22,0.153,0.089,0.1095,0.106,0.113,0.1245,0.085
7418,75725842.0,0.2215,0.153,0.089,0.1095,0.106,0.113,0.1245,0.0835
7419,75730564.0,0.2215,0.153,0.089,0.1095,0.107,0.113,0.1235,0.0835
7420,75749568.0,0.222,0.153,0.089,0.1095,0.107,0.113,0.123,0.0835
7421,75770962.0,0.2215,0.1535,0.089,0.1095,0.107,0.113,0.123,0.0835
7422,75777234.0,0.2215,0.1535,0.089,0.1095,0.107,0.113,0.123,0.0835
7423,75778443.0,0.218,0.1535,0.0925,0.1095,0.107,0.113,0.123,0.0835
7424,75793594.0,0.2185,0.1535,0.0925,0.1095,0.107,0.1125,0.123,0.0835
7425,75807480.0,0.223,0.1535,0.0925,0.1095,0.1025,0.1125,0.123,0.0835
7426,75826889.0,0.2235,0.1535,0.0925,0.1095,0.1025,0.112,0.123,0.0835
7427,75832485.0,0.2225,0.1535,0.0925,0.1095,0.1025,0.113,0.123,0.0835
7428,75839811.0,0.2225,0.1535,0.0925,0.1095,0.1015,0.114,0.123,0.0835
7429,75852508.0,0.2235,0.1525,0.0925,0.1095,0.1015,0.114,0.123,0.0835
7430,75856468.0,0.2235,0.1525,0.0925,0.1095,0.102,0.1135,0.123,0.0835
7431,75860650.0,0.224,0.1525,0.0925,0.1095,0.1015,0.1135,0.123,0.0835
7432,75861358.0,0.224,0.1525,0.0925,0.1095,0.102,0.113,0.123,0.0835
7433,75870139.0,0.224,0.1525,0.0925,0.112,0.102,0.113,0.1205,0.0835
7434,75874165.0,0.222,0.1525,0.0925,0.112,0.104,0.113,0.1205,0.0835
7435,75875336.0,0.2185,0.1525,0.0925,0.1155,0.104,0.113,0.1205,0.0835
7436,75884809.0,0.218,0.1525,0.0925,0.1155,0.1045,0.113,0.1205,0.0835
7437,75885826.0,0.218,0.159,0.0925,0.1155,0.1045,0.113,0.114,0.0835
7438,75901287.0,0.2165,0.159,0.0925,0.1155,0.1045,0.113,0.114,0.085
7439,75901759.0,0.2165,0.1595,0.0925,0.115,0.1045,0.113,0.114,0.085
7440,75904581.0,0.2165,0.1595,0.093,0.115,0.1045,0.1125,0.114,0.085
7441,75910911.0,0.2165,0.1595,0.095,0.115,0.1025,0.1125,0.114,0.085
7442,75917301.0,0.2165,0.1595,0.095,0.115,0.1025,0.1125,0.114,0.085
7443,75922860.0,0.2155,0.1605,0.095,0.115,0.1025,0.1125,0.114,0.085
7444,75932420.0,0.2155,0.1605,0.095,0.116,0.1025,0.1125,0.114,0.084
7445,75934600.0,0.2095,0.1605,0.101,0.116,0.1025,0.1125,0.114,0.084
7446,75939437.0,0.2115,0.1605,0.101,0.116,0.1025,0.1125,0.112,0.084
7447,75941209.0,0.2115,0.1605,0.101,0.116,0.1025,0.1125,0.112,0.084
7448,75952764.0,0.2115,0.1605,0.101,0.116,0.105,0.1125,0.1095,0.084
7449,75955777.0,0.211,0.161,0.101,0.116,0.105,0.1125,0.1095,0.084
7450,75970359.0,0.211,0.161,0.101,0.116,0.105,0.1115,0.1105,0.084
7451,75989517.0,0.211,0.1615,0.101,0.116,0.105,0.1115,0.11,0.084
7452,76016746.0,0.211,0.1615,0.1,0.116,0.105,0.1125,0.11,0.084
7453,76030253.0,0.211,0.1615,0.0995,0.116,0.105,0.113,0.11,0.084
7454,76042445.0,0.2115,0.1615,0.0995,0.116,0.105,0.113,0.1095,0.084
7455,76088530.0,0.2115,0.1615,0.0995,0.116,0.105,0.113,0.1095,0.084
7456,76104214.0,0.2115,0.1615,0.099,0.1165,0.105,0.113,0.1095,0.084
7457,76135117.0,0.2115,0.161,0.099,0.117,0.105,0.113,0.1095,0.084
7458,76139236.0,0.212,0.161,0.099,0.1165,0.105,0.113,0.1095,0.084
7459,76143929.0,0.212,0.162,0.098,0.1165,0.105,0.113,0.1095,0.084
7460,76150784.0,0.2115,0.162,0.098,0.117,0.105,0.113,0.1095,0.084
7461,76160084.0,0.2115,0.155,0.105,0.117,0.105,0.113,0.1095,0.084
7462,76180533.0,0.212,0.1545,0.105,0.117,0.105,0.113,0.1095,0.084
7463,76181948.0,0.2125,0.1545,0.105,0.117,0.105,0.113,0.1095,0.0835
7464,76198054.0,0.212,0.1545,0.1055,0.117,0.105,0.113,0.1095,0.0835
7465,76237158.0,0.212,0.1545,0.1055,0.117,0.105,0.1135,0.109,0.0835
7466,76238758.0,0.212,0.1545,0.1055,0.117,0.105,0.1135,0.109,0.0835
7467,76244102.0,0.212,0.1545,0.1055,0.117,0.11,0.1135,0.104,0.0835
7468,76251349.0,0.2115,0.1545,0.1055,0.1175,0.11,0.1135,0.104,0.0835
7469,76261051.0,0.2125,0.1545,0.1055,0.1165,0.11,0.1135,0.104,0.0835
7470,76265076.0,0.2125,0.1545,0.105,0.1165,0.11,0.1135,0.1045,0.0835
7471,76286592.0,0.2125,0.1565,0.105,0.1165,0.108,0.1135,0.1045,0.0835
7472,76300310.0,0.213,0.1565,0.105,0.1165,0.108,0.1135,0.1045,0.083
7473,76301131.0,0.213,0.1565,0.105,0.115,0.108,0.115,0.1045,0.083
7474,76301359.0,0.213,0.1565,0.105,0.1165,0.108,0.1135,0.1045,0.083
7475,76307013.0,0.213,0.1565,0.105,0.1165,0.108,0.1135,0.1045,0.083
7476,76310754.0,0.213,0.1565,0.105,0.1165,0.11,0.1135,0.1045,0.081
7477,76315782.0,0.213,0.1565,0.105,0.1165,0.11,0.1135,0.1045,0.081
7478,76316317.0,0.213,0.1565,0.097,0.1165,0.11,0.1135,0.1125,0.081
7479,76347916.0,0.213,0.1565,0.0955,0.1165,0.11,0.1135,0.114,0.081
7480,76361318.0,0.2185,0.151,0.0955,0.1165,0.11,0.1135,0.114,0.081
7481,76362966.0,0.2185,0.1505,0.096,0.1165,0.11,0.1135,0.114,0.081
7482,76367294.0,0.2185,0.1505,0.0965,0.1165,0.11,0.113,0.114,0.081
7483,76376304.0,0.219,0.1505,0.0965,0.1165,0.11,0.113,0.1135,0.081
7484,76379825.0,0.219,0.148,0.0965,0.1165,0.11,0.113,0.116,0.081
7485,76399832.0,0.2185,0.148,0.0965,0.1165,0.1105,0.113,0.116,0.081
7486,76402437.0,0.218,0.1485,0.0965,0.1165,0.1105,0.113,0.116,0.081
7487,76407026.0,0.218,0.1485,0.097,0.1165,0.1105,0.113,0.116,0.0805
7488,76407718.0,0.218,0.1485,0.097,0.1165,0.1105,0.113,0.116,0.0805
7489,76413546.0,0.218,0.1485,0.097,0.1165,0.1105,0.113,0.1185,0.078
7490,76428202.0,0.218,0.1485,0.097,0.1165,0.111,0.113,0.118,0.078
7491,76430799.0,0.2185,0.1485,0.097,0.116,0.111,0.113,0.118,0.078
7492,76443733.0,0.2185,0.1435,0.097,0.116,0.116,0.113,0.118,0.078
7493,76446505.0,0.2185,0.1435,0.097,0.116,0.116,0.113,0.1135,0.0825
7494,76451622.0,0.2185,0.1435,0.097,0.12,0.116,0.109,0.1135,0.0825
7495,76493979.0,0.218,0.1435,0.097,0.12,0.1165,0.109,0.1135,0.0825
7496,76498116.0,0.218,0.1435,0.097,0.12,0.1165,0.109,0.1135,0.0825
7497,76503554.0,0.218,0.1435,0.097,0.12,0.118,0.1075,0.1135,0.0825
7498,76528470.0,0.235,0.1435,0.097,0.12,0.118,0.1075,0.1135,0.0655
7499,76530649.0,0.233,0.1435,0.097,0.12,0.12,0.1075,0.1135,0.0655
